year,major,on_campus,main_reason_for_taking_isb,trips_per_day,duration_per_day,date,has_exam,start,end,bus_num,time,weather,num_people_at_bus_stop,waiting_time,waiting_time_satisfaction,crowdedness,crowdedness_satisfaction,comfort,safety,overall_satisfaction
Year 4,materials science and engineering,Yes,To go for meals,2,5,2024-10-24,No,LT27 / S17,IT / CLB,A1,1900-01-01 11:50:50,Sunny,23,9,7,3,5,6,7,6
Year 2,law,No,To go to class,2,26,2024-10-24,No,IT / CLB,UHC / Opp UHC,A1,1900-01-01 09:39:00,Sunny,24,7,8,6,3,3,6,6
Year 1,global studies,No,To go to class,2,25,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 15:28:02,Sunny,32,9,3,9,1,6,6,5
Year 4,materials science and engineering,No,To go to CCA sessions,2,38,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 08:13:29,Sunny,30,6,3,8,1,7,8,4
Year 3,environmental studies,No,To go to class,2,34,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:40:17,Rainy,19,7,6,6,4,2,7,6
Year 4,sociology,No,To go to class,2,19,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 10:36:51,Sunny,4,2,5,5,6,5,6,8
Year 4,business analytics,No,To go to class,2,24,2024-10-24,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 10:38:49,Sunny,10,9,6,7,3,6,8,5
Year 2,global studies,No,To go to class,2,8,2024-10-24,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:18:39,Sunny,21,13,2,9,5,7,8,5
Year 1,food science and technology,No,To go to class,2,14,2024-10-24,Yes,UTown,UHC / Opp UHC,D2,1900-01-01 10:53:51,Sunny,25,10,4,8,6,5,5,5
Year 4,accountancy,No,To go to class,3,12,2024-10-24,No,UTown,PGP,D2,1900-01-01 08:57:33,Sunny,5,2,7,6,3,5,7,7
Year 1,pharmaceutical science,No,To go for meals,2,19,2024-10-24,No,UTown,LT27 / S17,D2,1900-01-01 14:07:09,Sunny,28,20,4,9,4,7,2,3
Year 4,industrial systems engineering,Yes,To go to class,3,20,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 07:40:56,Rainy,32,2,6,5,6,4,4,7
Year 4,psychology,Yes,To go to class,2,12,2024-10-24,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 10:24:52,Rainy,15,3,4,5,4,3,8,7
Year 3,malay studies,Yes,To go to class,2,32,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 12:24:49,Sunny,25,4,4,8,6,4,5,6
Year 4,industrial systems engineering,No,To go to class,3,33,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:06:30,Sunny,18,6,6,7,8,5,8,5
Year 1,life sciences,No,To go to class,5,32,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 15:11:25,Sunny,25,6,6,8,1,9,7,3
Year 3,sociology,No,To go to class,1,20,2024-10-24,Yes,IT / CLB,UHC / Opp UHC,A1,1900-01-01 11:04:39,Sunny,19,9,5,6,2,5,6,5
Year 4,statistics,No,To go to class,2,24,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 09:18:32,Sunny,37,10,4,8,3,4,6,7
Year 4,life sciences,Yes,To go to class,2,19,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 17:14:41,Sunny,15,6,9,7,8,9,8,8
Year 1,environmental engineering,No,To go to class,2,18,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 10:56:12,Sunny,27,12,5,9,6,4,3,1
Year 2,economics,No,To go to class,3,6,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:45:52,Sunny,14,18,7,9,7,1,6,5
Year 1,"politics, philosophy, economics",No,To go for meals,3,12,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 13:25:22,Sunny,11,10,5,3,4,1,4,5
Year 1,"politics, philosophy, economics",No,To go to class,2,37,2024-10-24,No,UTown,LT27 / S17,D2,1900-01-01 16:36:13,Sunny,16,6,2,7,7,8,10,6
Year 3,food science and technology,No,To go to class,1,27,2024-10-24,No,UTown,LT13 / Ventus,D1,1900-01-01 09:54:09,Rainy,21,6,10,5,5,4,7,6
Year 2,mechanical engineering,No,To go to CCA sessions,2,22,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 17:18:09,Sunny,17,3,6,8,5,8,3,6
Year 4,anthropology,No,To go to class,3,14,2024-10-24,No,UHC / Opp UHC,IT / CLB,A1,1900-01-01 12:30:26,Sunny,11,4,6,5,3,3,8,6
Year 4,social work,No,To go to class,2,6,2024-10-24,Yes,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 15:15:45,Sunny,8,2,4,5,5,2,8,7
Year 4,psychology,No,To go to class,3,37,2024-10-24,No,LT27 / S17,UHC / Opp UHC,D2,1900-01-01 16:31:33,Sunny,22,13,6,7,5,6,3,6
Year 2,pharmaceutical science,No,To go for meals,2,21,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 14:04:10,Sunny,16,11,7,7,5,3,4,5
Year 4,anthropology,No,To go for meals,3,7,2024-10-24,Yes,LT27 / S17,IT / CLB,A1,1900-01-01 09:53:39,Sunny,7,4,8,5,4,3,9,6
Year 4,accountancy,No,To go to class,2,4,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:00:50,Sunny,12,2,7,7,5,7,3,3
Year 3,business analytics,No,"To go to in-school accommodation (halls, RCs, houses etc.)",2,17,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 15:35:29,Sunny,24,17,6,10,3,6,8,7
Year 4,architecture,Yes,To go to class,4,40,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 17:02:25,Sunny,22,6,5,10,4,7,4,8
Year 2,environmental engineering,No,To go to class,2,27,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,1900-01-01 15:15:52,Sunny,26,4,6,7,4,4,5,6
Year 3,global studies,No,To go to class,2,35,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 12:42:54,Sunny,45,10,1,5,4,8,6,5
Year 4,history,No,To go to class,3,11,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 10:23:21,Rainy,19,5,7,9,5,5,8,5
Year 1,political science,No,To go to class,3,6,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 12:31:20,Sunny,12,5,7,6,4,6,7,6
Year 4,sociology,No,To go to class,2,48,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 12:11:40,Sunny,27,9,7,9,3,10,5,6
Year 4,environmental engineering,No,To go to class,2,30,2024-10-24,No,UTown,UHC / Opp UHC,D2,1900-01-01 12:02:46,Sunny,10,5,5,6,1,2,4,2
Year 4,anthropology,No,To go to CCA sessions,3,29,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,1900-01-01 09:49:51,Sunny,19,6,6,1,7,3,7,2
Year 1,quantitative finance,No,To go to class,2,41,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 09:39:12,Sunny,8,5,7,6,6,6,3,7
Year 1,environmental engineering,No,To go to class,2,20,2024-10-24,No,UTown,LT13 / Ventus,D1,1900-01-01 15:03:44,Sunny,15,3,5,7,7,6,8,6
Year 2,dentistry,No,To go to class,2,18,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 08:48:48,Sunny,19,20,8,4,5,6,3,5
Year 2,statistics,No,To go to class,1,27,2024-10-24,Yes,BIZ2 / Opp HSSML,LT13 / Ventus,A2,1900-01-01 10:05:50,Sunny,29,7,7,7,4,6,9,7
Year 1,accountancy,No,To go to class,3,16,2024-10-24,No,UHC / Opp UHC,PGP,D2,1900-01-01 16:55:53,Sunny,15,4,5,7,7,2,7,5
Year 1,dentistry,No,To go to class,2,20,2024-10-24,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 15:01:31,Sunny,8,9,4,2,8,4,6,7
Year 1,environmental engineering,Yes,To go to class,2,26,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 16:07:35,Sunny,29,3,5,5,1,6,4,6
Year 4,food science and technology,No,All of the above,3,15,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 09:31:40,Rainy,23,8,5,9,7,6,7,5
Year 3,geography,No,"To go to in-school accommodation (halls, RCs, houses etc.)",3,22,2024-10-24,No,UTown,UHC / Opp UHC,D2,1900-01-01 10:48:27,Rainy,18,2,6,7,8,6,7,4
Year 1,materials science and engineering,Yes,To go to class,2,18,2024-10-24,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 14:44:59,Sunny,22,8,6,6,4,8,7,8
Year 3,life sciences,No,To go for meals,2,11,2024-10-24,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 09:23:07,Sunny,13,4,7,6,6,6,6,5
Year 2,computer science,Yes,To go to CCA sessions,2,11,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:11:58,Sunny,21,7,7,1,4,6,7,6
Year 3,computer science,No,To go to class,2,38,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 19:24:34,Sunny,22,30,7,8,2,2,5,5
Year 3,data science and analytics,No,To go to class,1,22,2024-10-24,Yes,UTown,COM3,D1,1900-01-01 14:06:14,Sunny,70,20,6,8,5,4,7,5
Year 3,law,No,"To go to in-school accommodation (halls, RCs, houses etc.)",3,19,2024-10-24,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 11:55:34,Sunny,13,10,4,7,3,1,8,4
Year 2,statistics,No,To go to class,3,15,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 10:30:28,Sunny,11,4,5,5,3,7,7,5
Year 2,food science and technology,No,To go to class,3,11,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 12:54:45,Rainy,24,19,4,8,4,7,8,6
Year 1,social work,No,To go to class,2,20,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 10:18:18,Sunny,13,3,8,4,3,4,7,5
Year 3,environmental engineering,Yes,To go to class,3,29,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 14:27:46,Sunny,32,3,9,4,3,3,6,8
Year 3,food science and technology,No,To go to class,3,35,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 12:56:44,Sunny,22,2,6,6,3,4,5,6
Year 2,mechanical engineering,No,To go to class,4,18,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 14:18:13,Sunny,36,8,6,8,3,5,7,7
Year 3,pharmaceutical science,No,"To go to in-school accommodation (halls, RCs, houses etc.)",2,21,2024-10-24,Yes,UTown,LT27 / S17,D2,1900-01-01 08:48:39,Sunny,15,7,7,8,7,7,6,8
Year 4,computer science,No,To go to class,2,13,2024-10-24,No,BIZ2 / Opp HSSML,LT13 / Ventus,A2,1900-01-01 14:20:03,Sunny,8,5,4,5,8,8,5,3
Year 1,nursing,No,To go to class,4,21,2024-10-24,No,UHC / Opp UHC,PGP,D2,1900-01-01 13:25:34,Sunny,28,15,3,8,2,10,4,4
Year 2,accountancy,Yes,To go to class,2,29,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 16:07:38,Sunny,24,10,3,7,8,6,5,4
Year 3,law,No,To go to class,3,13,2024-10-24,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 11:00:42,Rainy,33,2,6,9,6,4,5,5
Year 2,quantitative finance,No,To go to class,2,5,2024-10-24,No,LT27 / S17,IT / CLB,A1,1900-01-01 11:11:39,Sunny,11,2,3,9,4,6,9,7
Year 4,accountancy,No,To go to class,3,4,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 10:52:29,Sunny,17,4,9,7,1,4,3,4
Year 2,industrial systems engineering,Yes,To go to CCA sessions,2,32,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 13:12:17,Sunny,22,11,10,7,2,10,6,8
Year 2,mathematics,No,To go to class,2,11,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 12:38:41,Sunny,40,7,6,9,6,4,7,5
Year 4,life sciences,No,To go to class,2,10,2024-10-24,No,LT27 / S17,IT / CLB,A1,1900-01-01 15:52:03,Sunny,20,4,5,6,1,6,7,7
Year 2,chemistry,No,To go to class,2,35,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 17:33:09,Sunny,21,13,8,9,4,7,6,7
Year 1,mathematics,Yes,To go to class,5,14,2024-10-24,No,LT13 / Ventus,PGP,A1,1900-01-01 13:55:08,Rainy,7,6,6,9,3,7,7,4
Year 1,political science,No,To go to class,2,35,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 11:55:11,Sunny,53,10,9,9,4,6,7,5
Year 3,biomedical engineering,No,To go to class,2,37,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,1900-01-01 11:54:45,Sunny,14,2,7,6,3,7,6,6
Year 1,environmental engineering,No,To go to class,1,28,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:05:20,Sunny,18,7,6,4,5,8,6,7
Year 2,mechanical engineering,No,To go to class,2,16,2024-10-24,No,PGP,UTown,D2,1900-01-01 09:43:32,Sunny,19,8,4,8,5,5,8,4
Year 3,accountancy,No,To go to class,3,10,2024-10-24,No,IT / CLB,UTown,D1,1900-01-01 12:10:52,Sunny,16,3,4,8,3,6,5,7
Year 3,environmental engineering,Yes,To go to class,2,28,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 15:40:44,Sunny,19,8,5,10,1,6,8,4
Year 3,anthropology,Yes,To go to class,2,33,2024-10-24,No,BIZ2 / Opp HSSML,UTown,D1,1900-01-01 11:52:12,Rainy,15,7,5,5,6,8,4,8
Year 1,social work,No,To go to MRT,1,28,2024-10-24,No,PGP,LT27 / S17,D2,1900-01-01 16:24:38,Sunny,12,8,4,6,5,2,6,4
Year 3,global studies,No,To go to class,3,35,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 12:08:30,Sunny,9,14,6,7,6,6,6,6
Year 3,accountancy,Yes,To go to class,4,25,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,1900-01-01 11:49:13,Sunny,20,5,4,7,8,3,7,9
Year 2,nursing,No,To go to class,1,26,2024-10-24,No,UTown,IT / CLB,D1,1900-01-01 13:02:59,Sunny,14,3,9,6,8,6,8,6
Year 3,business,No,To go to class,4,43,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:09:08,Sunny,39,10,4,7,4,5,4,5
Year 3,environmental studies,Yes,To go to class,3,25,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 18:58:30,Sunny,22,14,6,9,6,4,6,5
Year 1,environmental studies,No,To go for meals,3,39,2024-10-24,No,COM3,UTown,D2,1900-01-01 15:20:57,Sunny,20,9,7,7,3,4,6,5
Year 4,political science,No,To go to class,3,15,2024-10-24,No,LT27 / S17,IT / CLB,A1,1900-01-01 07:58:48,Rainy,48,10,5,8,5,4,5,5
Year 3,pharmaceutical science,No,To go to class,2,13,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:14:30,Sunny,23,7,7,6,5,4,7,6
Year 2,geography,No,To go to class,1,38,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 09:53:40,Sunny,29,9,7,6,3,8,5,2
Year 4,business analytics,No,To go to class,3,17,2024-10-24,No,IT / CLB,LT27 / S17,A2,1900-01-01 12:32:23,Sunny,9,6,6,5,5,7,3,6
Year 4,anthropology,Yes,To go to class,2,3,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 09:56:44,Rainy,14,0,1,6,2,5,5,7
Year 4,pharmaceutical science,No,To go to class,2,42,2024-10-24,Yes,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 10:17:06,Sunny,9,6,4,6,5,3,6,5
Year 4,nursing,No,To go to class,2,39,2024-10-24,No,UHC / Opp UHC,UTown,D2,1900-01-01 17:28:19,Sunny,33,12,6,6,4,7,7,5
Year 2,malay studies,No,To go to class,2,10,2024-10-24,No,PGP,UTown,D2,1900-01-01 15:15:45,Sunny,20,7,5,7,6,7,1,7
Year 2,industrial systems engineering,No,To go to class,3,21,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 10:42:41,Sunny,11,2,5,6,3,3,7,6
Year 3,anthropology,Yes,To go to class,1,41,2024-10-24,No,UHC / Opp UHC,UTown,D2,1900-01-01 14:35:47,Rainy,43,14,2,8,1,6,6,6
Year 2,law,No,To go to class,2,22,2024-10-24,No,UTown,LT27 / S17,D2,1900-01-01 13:52:55,Sunny,31,8,7,8,5,9,7,6
Year 3,architecture,No,To go to class,2,18,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 17:43:00,Sunny,32,14,4,7,6,4,10,7
Year 2,chemistry,No,To go to class,2,34,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 13:43:26,Sunny,37,6,7,5,3,7,5,3
Year 3,social work,Yes,To go to class,4,7,2024-10-24,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 15:50:14,Rainy,29,12,6,3,7,7,7,5
Year 4,data science and analytics,No,To go to class,4,23,2024-10-24,No,UTown,PGP,D2,1900-01-01 15:57:43,Rainy,32,6,8,8,5,6,10,5
Year 4,materials science and engineering,No,To go to class,2,6,2024-10-24,No,LT27 / S17,UTown,D2,1900-01-01 10:39:34,Sunny,21,1,6,8,5,5,4,8
Year 1,data science and analytics,No,To go to class,0,38,2024-10-24,Yes,UHC / Opp UHC,IT / CLB,A2,1900-01-01 11:51:11,Sunny,31,9,6,6,3,3,5,8
Year 3,sociology,Yes,To go to class,2,15,2024-10-24,No,COM3,LT27 / S17,D2,1900-01-01 12:13:38,Sunny,8,7,3,8,8,5,4,5
Year 2,economics,No,To go to class,2,20,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 19:17:28,Sunny,15,9,5,3,6,8,7,8
Year 3,materials science and engineering,No,To go to class,2,14,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 13:05:51,Sunny,26,12,5,5,3,6,7,4
Year 1,malay studies,No,To go to class,2,28,2024-10-24,No,LT27 / S17,UHC / Opp UHC,A1,1900-01-01 17:04:02,Sunny,18,15,7,4,5,3,4,3
Year 1,statistics,No,To go to MRT,3,17,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 12:05:27,Rainy,9,2,4,9,4,4,9,5
Year 2,quantitative finance,No,To go to class,3,29,2024-10-24,No,UTown,LT27 / S17,D2,1900-01-01 11:47:59,Sunny,23,3,8,9,5,4,8,6
Year 4,political science,No,To go to class,4,25,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 07:28:10,Sunny,21,3,5,3,5,4,8,7
Year 3,industrial systems engineering,No,To go to class,4,15,2024-10-24,No,UTown,UHC / Opp UHC,D2,1900-01-01 10:08:34,Sunny,8,2,4,4,4,6,4,7
Year 2,business,No,To go to class,2,3,2024-10-24,No,IT / CLB,PGP,A1,1900-01-01 12:43:45,Sunny,18,13,6,4,3,8,4,6
Year 2,anthropology,No,To go to class,2,20,2024-10-24,No,BIZ2 / Opp HSSML,LT27 / S17,A1,1900-01-01 12:54:37,Sunny,24,9,4,7,4,6,6,1
Year 3,dentistry,No,To go to class,1,36,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:58:05,Sunny,5,3,2,5,7,10,8,3
Year 2,anthropology,No,To go to class,2,14,2024-10-24,No,IT / CLB,UTown,D1,1900-01-01 12:05:59,Sunny,31,16,8,8,6,4,3,5
Year 1,environmental studies,No,All of the above,3,22,2024-10-24,No,UHC / Opp UHC,IT / CLB,A1,1900-01-01 13:44:58,Sunny,28,9,6,9,5,7,8,4
Year 2,law,No,To go to class,3,11,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 14:11:01,Sunny,26,9,9,7,5,7,8,7
Year 2,materials science and engineering,No,To go to class,2,22,2024-10-24,No,IT / CLB,UTown,D1,1900-01-01 10:52:11,Sunny,14,9,5,7,6,8,6,3
Year 4,global studies,Yes,To go to class,2,35,2024-10-24,No,LT13 / Ventus,LT27 / S17,A1,1900-01-01 07:41:38,Sunny,24,8,5,6,6,7,8,10
Year 4,biomedical engineering,No,To go to MRT,2,21,2024-10-24,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:29:11,Sunny,13,10,4,2,7,5,7,7
Year 2,computer science,No,To go to class,4,12,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:51:34,Sunny,13,10,4,6,7,7,7,5
Year 2,accountancy,No,To go to class,2,4,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,1900-01-01 14:36:35,Sunny,20,12,6,7,5,5,6,5
Year 4,psychology,No,To go to class,3,44,2024-10-24,No,IT / CLB,UTown,D1,1900-01-01 11:46:31,Sunny,30,16,8,8,8,9,9,6
Year 1,environmental studies,Yes,To go to class,2,16,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 15:38:04,Rainy,22,3,3,7,6,5,8,7
Year 2,economics,No,To go to class,3,19,2024-10-24,No,LT27 / S17,LT13 / Ventus,A1,1900-01-01 14:25:59,Sunny,38,7,2,7,6,6,1,6
Year 2,anthropology,No,To go to class,2,10,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 14:06:05,Sunny,21,13,2,9,1,7,6,5
Year 3,anthropology,No,To go to class,2,24,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:52:55,Sunny,31,10,4,8,5,4,7,5
Year 2,history,No,To go to class,1,27,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A2,1900-01-01 10:00:38,Sunny,26,7,5,8,1,5,4,6
Year 4,environmental studies,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",3,8,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 12:45:03,Sunny,12,7,6,7,7,5,7,7
Year 3,nursing,No,To go to class,4,25,2024-10-24,No,PGP,LT13 / Ventus,A2,1900-01-01 11:28:49,Sunny,34,15,7,8,7,6,3,4
Year 4,quantitative finance,No,To go to class,2,27,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 11:53:06,Rainy,15,3,8,5,7,2,5,8
Year 3,data science and analytics,No,"To go to in-school accommodation (halls, RCs, houses etc.)",2,7,2024-10-24,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 11:19:30,Sunny,2,1,1,5,3,1,7,3
Year 3,data science and analytics,Yes,To go to class,3,20,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 12:30:13,Sunny,37,10,7,8,3,6,6,4
Year 1,biomedical engineering,No,To go to class,0,20,2024-10-24,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:19:20,Sunny,41,11,5,8,4,5,7,1
Year 1,malay studies,No,"To go to in-school accommodation (halls, RCs, houses etc.)",2,24,2024-10-24,Yes,LT27 / S17,IT / CLB,A1,1900-01-01 11:44:35,Sunny,30,9,7,7,2,5,7,5
Year 3,malay studies,No,To go to class,2,24,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 16:50:26,Sunny,11,9,7,8,4,8,4,6
Year 1,industrial systems engineering,Yes,To go to class,3,28,2024-10-24,No,UTown,UHC / Opp UHC,D2,1900-01-01 10:49:54,Sunny,8,3,6,7,6,4,4,6
Year 1,"politics, philosophy, economics",No,To go to class,2,24,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 10:17:13,Sunny,35,6,5,8,6,7,7,3
Year 3,statistics,No,To go to class,2,9,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 15:00:33,Sunny,10,2,6,10,5,6,8,7
Year 4,quantitative finance,Yes,To go to class,5,17,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,1900-01-01 10:37:16,Rainy,17,5,7,10,1,8,4,2
Year 2,dentistry,No,To go to MRT,2,14,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 13:26:12,Sunny,20,14,4,1,5,4,3,8
Year 1,business,Yes,To go to class,2,3,2024-10-24,No,UHC / Opp UHC,UTown,D2,1900-01-01 15:01:15,Sunny,15,4,8,7,6,7,5,8
Year 4,global studies,No,To go to class,3,14,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 17:26:00,Sunny,30,20,3,8,4,7,8,6
Year 3,food science and technology,No,To go to class,3,27,2024-10-24,No,PGP,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 17:43:32,Sunny,7,6,5,2,9,6,7,5
