year,major,on_campus,main_reason_for_taking_isb,trips_per_day,duration_per_day,date,has_exam,start,end,bus_num,time,weather,num_people_at_bus_stop,waiting_time,waiting_time_satisfaction,crowdedness,crowdedness_satisfaction,comfort,safety,overall_satisfaction
Year 4,data science and analytics,No,To go to class,4,28,2024-09-25,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 13:36:23,Sunny,42,5,8,9,8,6,8,5
Year 3,nursing,No,To go to MRT,1,9,2024-10-03,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 15:37:19,Sunny,28,6,8,7,5,6,7,7
Year 3,data science and analytics,Yes,To go to class,3,41,2024-10-02,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 10:35:27,Sunny,10,8,7,8,5,7,6,7
Year 4,political science,Yes,To go to MRT,2,7,2024-09-29,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 22:00:00,Sunny,3,8,8,8,8,8,3,2
Year 1,mathematics,No,To go to class,2,12,2024-10-03,Yes,LT27 / S17,BIZ2 / Opp HSSML,D2,1900-01-01 10:12:36,Rainy,11,2,4,3,7,5,8,7
Year 1,data science and analytics,No,To go to class,4,21,2024-10-03,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:31:39,Sunny,5,9,4,3,9,8,3,5
Year 3,life sciences,No,"To go to in-school accommodation (halls, RCs, houses etc.)",2,14,2024-09-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 14:51:38,Sunny,9,6,10,5,6,7,4,2
Year 2,life sciences,No,"To go to in-school accommodation (halls, RCs, houses etc.)",1,13,2024-09-28,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 21:28:22,Sunny,8,8,6,1,3,6,9,8
Year 1,data science and analytics,No,To go to class,3,12,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 10:14:54,Sunny,40,4,7,8,8,5,7,8
Year 3,engineering,No,To go to MRT,3,30,2024-10-03,No,UTown,LT27 / S17,D2,1900-01-01 11:33:27,Sunny,32,1,4,1,5,8,5,7
Year 1,data science and analytics,Yes,To go to class,2,33,2024-09-22,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 16:34:40,Sunny,18,12,1,10,10,7,3,4
Year 4,engineering - material science and engineering,No,To go to class,1,43,2024-10-02,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 09:50:06,Sunny,13,4,3,10,9,5,3,8
Year 1,computer science,No,To go to class,2,19,2024-10-03,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 08:58:02,Sunny,11,6,6,9,8,6,7,5
Year 3,mathematics,No,All of the above,1,40,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 13:22:00,Sunny,64,9,6,7,6,7,10,8
Year 3,data science and analytics,Yes,To go to MRT,4,19,2024-10-02,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 09:09:01,Sunny,52,2,5,4,5,8,7,8
Year 4,social work,No,To go to class,2,29,2024-10-03,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 07:41:27,Sunny,84,1,7,4,4,7,9,7
Year 4,data science and analytics,Yes,To go to class,2,37,2024-09-29,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 17:11:36,Sunny,39,6,10,10,7,4,7,5
Year 4,data science and analytics,No,To go to class,2,12,2024-10-02,No,UHC / Opp UHC,LT27 / S17,A2,1900-01-01 18:34:39,Rainy,11,10,6,9,9,4,10,9
Year 3,life sciences,No,To go to class,4,20,2024-09-22,No,COM3,LT27 / S17,D2,1900-01-01 16:00:43,Sunny,38,6,6,9,3,7,5,1
Year 4,engineering - material science and engineering,Yes,To go for meals,2,16,2024-10-03,No,UHC / Opp UHC,UTown,D1,1900-01-01 20:39:46,Sunny,2,4,2,3,9,8,3,10
Year 3,data science and analytics,Yes,To go to class,2,17,2024-09-22,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 14:27:03,Sunny,15,5,3,1,7,8,3,5
Year 2,geography,Yes,To go to CCA sessions,1,25,2024-10-03,No,UTown,LT27 / S17,D2,1900-01-01 11:51:19,Sunny,36,8,6,4,6,5,6,9
Year 3,geography,Yes,To go to class,2,10,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 09:02:32,Sunny,48,10,8,9,5,3,9,4
Year 3,nursing,No,To go to class,2,32,2024-09-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 09:24:34,Sunny,13,10,5,9,3,4,9,9
Year 2,data science and analytics,No,To go to class,1,29,2024-10-03,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 19:27:29,Sunny,24,3,6,9,6,5,7,6
Year 3,mathematics,Yes,To go to class,2,42,2024-09-25,No,UTown,LT27 / S17,D2,1900-01-01 09:47:09,Rainy,39,4,7,4,6,3,8,5
Year 2,computer science,No,To go to class,2,42,2024-10-03,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 07:30:04,Rainy,65,5,6,10,3,5,10,7
Year 3,history,No,To go to MRT,2,34,2024-09-29,No,LT27 / S17,UTown,D2,1900-01-01 12:40:09,Sunny,28,3,6,7,9,6,9,8
Year 1,data science and analytics,No,To go to class,1,7,2024-10-02,Yes,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 16:04:47,Rainy,2,11,9,10,1,10,3,4
Year 1,data science and analytics,No,To go to class,4,14,2024-09-28,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:25:10,Sunny,14,4,6,10,7,3,4,5
Year 2,global studies,No,To go to class,4,15,2024-10-02,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 19:05:45,Sunny,16,5,4,1,2,7,8,10
Year 3,data science and analytics,No,To go for meals,1,6,2024-09-29,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 09:22:08,Sunny,37,5,8,9,8,7,5,5
Year 4,data science and analytics,No,To go to class,2,19,2024-09-26,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 12:34:24,Sunny,10,10,8,7,5,9,6,7
Year 3,data science and analytics,No,To go for meals,2,12,2024-10-01,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 19:41:18,Rainy,15,5,5,5,4,7,6,6
Year 3,anthropology,No,To go to class,3,12,2024-09-23,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 10:31:28,Rainy,15,2,7,9,6,7,9,6
Year 4,anthropology,No,To go to class,3,21,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 12:50:41,Rainy,16,11,7,7,6,4,9,4
Year 1,environmental studies,No,To go to class,6,24,2024-10-03,Yes,UHC / Opp UHC,UTown,D2,1900-01-01 11:44:58,Sunny,4,3,3,8,4,4,3,8
Year 2,data science and analytics,No,To go for meals,4,30,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 10:51:28,Sunny,13,18,7,7,4,7,8,7
Year 2,engineering,No,To go to class,2,8,2024-09-30,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 16:19:20,Sunny,43,4,3,4,9,6,5,10
Year 3,dentistry,Yes,To go to class,2,21,2024-10-02,Yes,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 16:37:24,Sunny,28,7,6,1,10,1,10,1
Year 1,economics,No,To go to MRT,2,31,2024-10-01,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 11:28:16,Sunny,24,3,6,7,10,9,3,4
Year 3,nursing,Yes,To go to MRT,4,20,2024-09-30,Yes,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 12:56:32,Sunny,13,9,7,8,7,7,9,7
Year 4,data science and analytics,No,To go to class,3,50,2024-09-29,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:10:57,Sunny,41,13,6,4,5,7,10,8
Year 3,engineering - material science and engineering,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",2,32,2024-09-26,No,UTown,LT27 / S17,D2,1900-01-01 15:46:39,Sunny,66,1,3,5,3,5,6,6
Year 3,psychology,No,To go to class,4,23,2024-09-28,No,UTown,LT27 / S17,D2,1900-01-01 14:26:53,Sunny,46,4,5,7,3,5,7,7
Year 3,data science and analytics,No,To go to class,4,19,2024-10-01,No,UHC / Opp UHC,LT27 / S17,A2,1900-01-01 13:59:04,Rainy,35,4,6,9,7,5,9,6
Year 3,engineering - material science and engineering,No,To go to class,2,19,2024-10-01,No,UTown,UHC / Opp UHC,D2,1900-01-01 13:29:39,Sunny,36,8,8,3,6,7,9,3
Year 3,data science and analytics,No,To go to class,3,21,2024-09-30,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 15:10:10,Sunny,51,17,8,9,4,6,7,8
Year 1,data science and analytics,No,To go to class,3,31,2024-10-02,No,UTown,LT27 / S17,D2,1900-01-01 12:44:18,Rainy,11,7,5,8,3,8,9,7
Year 2,dentistry,No,To go to class,4,28,2024-10-03,No,UTown,BIZ2 / Opp HSSML,D1,1900-01-01 09:47:08,Rainy,39,9,4,8,6,3,6,9
Year 1,computer science,Yes,To go to class,1,12,2024-09-28,Yes,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 11:47:39,Sunny,42,14,6,1,7,5,10,4
Year 2,data science and analytics,No,To go to class,1,30,2024-09-27,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 16:37:29,Sunny,57,3,9,5,10,6,8,10
Year 3,data science and analytics,No,To go for meals,2,36,2024-10-01,No,IT / CLB,UHC / Opp UHC,A2,1900-01-01 14:52:42,Rainy,28,27,4,8,7,4,10,4
Year 1,computer science,No,To go to class,4,8,2024-10-02,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 11:26:52,Sunny,44,1,8,7,8,5,10,8
Year 3,data science and analytics,No,To go to class,2,34,2024-09-25,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 13:23:49,Sunny,33,4,5,8,6,5,7,6
Year 3,data science and analytics,No,To go to class,1,7,2024-09-28,Yes,UHC / Opp UHC,UTown,D1,1900-01-01 18:07:06,Sunny,7,6,10,9,8,1,10,5
Year 4,computer science,No,To go to class,3,36,2024-10-02,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 11:39:15,Sunny,23,14,7,5,8,6,10,5
Year 3,life sciences,No,To go to class,1,9,2024-10-02,No,IT / CLB,UHC / Opp UHC,A2,1900-01-01 15:00:44,Sunny,28,17,2,8,9,8,8,10
Year 3,life sciences,Yes,To go to class,5,18,2024-10-02,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 12:20:03,Sunny,23,7,8,6,4,3,7,6
Year 4,data science n psychology,No,To go to class,2,23,2024-10-03,No,UHC / Opp UHC,UTown,D1,1900-01-01 17:31:37,Rainy,4,6,7,7,5,2,9,8
Year 1,psychology,No,To go to CCA sessions,4,14,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D1,1900-01-01 12:07:59,Sunny,28,6,7,8,8,5,8,8
Year 3,economics,No,To go to MRT,3,23,2024-09-29,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:23:23,Sunny,27,9,8,6,10,6,9,6
Year 2,life sciences,No,All of the above,2,10,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 11:24:48,Sunny,19,8,7,2,9,10,5,8
Year 3,biomedical engineering,No,To go to class,1,31,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 15:48:00,Sunny,32,3,6,7,7,5,7,6
Year 3,computer science,No,To go to class,2,27,2024-10-01,No,LT27 / S17,UHC / Opp UHC,D2,1900-01-01 09:28:33,Sunny,27,7,6,9,6,5,7,6
Year 4,data science n psychology,No,To go to class,1,15,2024-10-01,No,IT / CLB,LT27 / S17,A2,1900-01-01 14:48:18,Sunny,5,2,8,3,5,8,7,9
Year 3,computer science,No,To go to class,2,28,2024-10-02,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 08:03:51,Rainy,51,18,5,5,5,9,10,5
Year 1,data science and analytics,No,To go to class,4,11,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 17:17:45,Sunny,25,11,5,7,5,4,7,8
Year 4,mechanical engineering,Yes,To go to CCA sessions,3,16,2024-10-03,No,UTown,LT27 / S17,D2,1900-01-01 20:00:00,Sunny,55,16,6,4,5,6,4,4
Year 3,anthropology,No,To go to class,4,25,2024-10-03,No,LT27 / S17,UTown,D2,1900-01-01 13:08:09,Sunny,34,8,7,8,5,5,8,8
Year 1,economics,Yes,To go to class,1,14,2024-10-01,No,UHC / Opp UHC,LT27 / S17,D1,1900-01-01 15:02:11,Sunny,56,10,8,7,8,6,7,7
Year 1,data science and analytics,No,To go to class,4,13,2024-10-01,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 11:43:24,Sunny,26,8,8,3,6,8,6,7
Year 3,anthropology,Yes,To go to class,2,24,2024-10-02,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:35:26,Rainy,49,5,4,5,4,4,8,6
Year 4,life sciences,No,To go to class,3,12,2024-09-30,No,LT27 / S17,UTown,D2,1900-01-01 08:00:32,Rainy,44,13,4,4,7,6,4,7
Year 3,data science and analytics,No,To go to class,2,28,2024-10-03,No,LT27 / S17,IT / CLB,A1,1900-01-01 08:09:21,Rainy,41,8,9,7,8,8,5,4
Year 2,data science and analytics,No,To go to MRT,1,9,2024-09-28,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 19:04:01,Sunny,17,11,8,5,4,7,8,4
Year 3,data science and analytics,No,To go to class,3,9,2024-10-03,No,BIZ2 / Opp HSSML,UTown,A2,1900-01-01 08:15:42,Sunny,14,14,5,8,4,3,7,7
Year 3,data science and analytics,Yes,To go to class,2,17,2024-09-22,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 14:31:31,Sunny,3,10,9,8,1,4,5,8
Year 3,data science and analytics,No,To go to class,3,44,2024-10-01,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D1,1900-01-01 17:58:41,Sunny,20,16,7,8,4,7,9,8
Year 2,mathematics,Yes,To go to class,3,8,2024-10-01,No,LT27 / S17,UHC / Opp UHC,A1,1900-01-01 11:01:29,Rainy,60,5,8,7,6,5,5,6
Year 3,business administration,No,To go to MRT,4,22,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 09:48:33,Sunny,37,11,8,8,7,4,6,7
Year 3,data science and analytics,No,All of the above,2,9,2024-09-29,No,PGP,UTown,D2,1900-01-01 13:18:53,Rainy,6,11,2,9,8,9,9,8
Year 2,geography,Yes,To go to CCA sessions,3,7,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 17:15:53,Sunny,20,5,6,7,4,4,6,7
Year 1,data science and analytics,Yes,To go to class,1,7,2024-10-03,No,IT / CLB,UHC / Opp UHC,A2,1900-01-01 10:39:17,Rainy,57,3,9,4,8,5,10,8
Year 3,data science and analytics,No,To go to class,2,24,2024-09-22,Yes,LT27 / S17,UTown,D2,1900-01-01 15:02:46,Rainy,31,4,5,10,7,6,4,5
Year 1,data science and analytics,No,To go to CCA sessions,3,38,2024-10-03,Yes,UTown,IT / CLB,D1,1900-01-01 14:49:02,Sunny,4,4,8,4,6,7,7,7
Year 3,economics,No,To go to CCA sessions,3,25,2024-10-03,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 11:47:23,Sunny,6,11,2,1,8,4,2,10
Year 1,data science and analytics,No,To go to class,2,28,2024-10-02,Yes,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 08:33:54,Sunny,28,6,7,7,9,6,3,5
Year 3,data science and analytics,No,To go to class,2,21,2024-10-01,No,LT27 / S17,UTown,D2,1900-01-01 10:49:20,Sunny,29,3,5,10,9,8,8,9
Year 3,data science and analytics,No,To go to class,1,37,2024-09-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 08:03:01,Sunny,44,15,6,9,6,7,5,9
Year 4,accountancy,No,To go to MRT,2,28,2024-10-03,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 13:46:26,Sunny,41,2,1,8,5,8,7,9
Year 4,nursing,No,To go to CCA sessions,2,7,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 10:33:06,Sunny,26,4,6,8,6,7,7,6
Year 2,data science and analytics,No,To go to class,2,16,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 17:17:42,Sunny,18,20,3,6,3,7,4,8
Year 3,sociology,No,To go to class,3,15,2024-10-03,Yes,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 15:10:53,Sunny,2,6,3,2,1,9,5,5
Year 1,data science and analytics,No,To go to class,2,34,2024-10-03,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 10:00:18,Sunny,56,8,6,6,8,8,9,3
Year 1,computer science,No,To go to class,2,11,2024-10-03,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 10:20:45,Sunny,41,3,8,8,5,8,8,6
Year 3,nursing,No,To go to class,1,7,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 07:44:23,Sunny,77,2,3,5,4,7,7,6
Year 3,history,No,To go to CCA sessions,4,15,2024-09-28,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 11:53:37,Rainy,33,2,8,9,8,8,10,5
Year 4,chemistry,No,"To go to in-school accommodation (halls, RCs, houses etc.)",1,49,2024-10-03,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 18:26:22,Sunny,9,12,9,8,5,3,8,10
Year 3,malay studies,No,To go to MRT,2,46,2024-10-02,No,UHC / Opp UHC,UTown,D2,1900-01-01 09:23:20,Sunny,46,10,8,6,3,5,6,5
Year 2,mechanical engineering,No,To go to class,3,22,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:18:10,Rainy,33,5,6,6,8,5,7,5
Year 1,data science and analytics,No,To go to class,2,13,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 09:01:58,Sunny,5,4,4,7,4,3,6,4
Year 1,data science and analytics,No,To go to class,2,24,2024-10-01,No,UTown,UHC / Opp UHC,D2,1900-01-01 13:05:58,Sunny,30,6,4,2,8,4,7,4
Year 4,data science and analytics,No,To go to class,2,17,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 10:04:53,Rainy,27,12,8,8,6,3,7,8
Year 3,data science and analytics,No,To go for meals,2,11,2024-10-02,Yes,UTown,LT27 / S17,D2,1900-01-01 14:12:27,Rainy,37,5,4,2,5,4,5,8
Year 3,data science and analytics,No,To go to class,4,24,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 12:03:43,Sunny,8,11,6,2,1,4,4,5
Year 2,data science and analytics,No,To go to class,2,10,2024-09-29,No,UTown,LT27 / S17,D2,1900-01-01 10:49:27,Rainy,24,28,6,9,4,4,10,8
Year 4,anthropology,Yes,To go to class,4,22,2024-10-02,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 09:53:57,Sunny,35,15,1,8,3,5,8,7
Year 1,data science and analytics,No,To go to class,4,12,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 09:11:31,Sunny,17,3,4,5,4,4,5,7
Year 4,data science and analytics,No,To go to class,2,54,2024-10-01,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 11:21:47,Sunny,31,13,10,9,4,7,9,8
Year 3,dentistry,No,To go to class,2,26,2024-09-30,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 13:22:31,Sunny,21,20,8,5,8,7,3,4
Year 4,materials science and engineering,No,To go to class,2,49,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 16:48:28,Sunny,34,1,4,9,6,5,6,6
Year 1,history,No,To go to class,3,11,2024-09-30,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 12:18:01,Sunny,59,17,7,9,7,3,5,5
Year 2,business,Yes,To go to class,1,15,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 11:45:02,Sunny,34,7,6,8,5,9,9,8
Year 2,data science and analytics,Yes,To go to class,2,16,2024-10-01,No,LT27 / S17,UTown,D2,1900-01-01 09:20:08,Sunny,74,4,4,7,5,9,6,6
Year 3,data science and analytics,No,To go to class,2,37,2024-09-30,Yes,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 10:42:41,Rainy,20,10,6,8,8,7,2,1
Year 2,data science and analytics,No,To go to MRT,3,19,2024-09-26,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A2,1900-01-01 12:54:11,Sunny,32,12,4,7,4,7,6,7
Year 1,business,No,To go to MRT,2,25,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 11:24:13,Sunny,15,17,9,5,6,3,8,4
Year 3,data science and analytics,No,To go to class,2,31,2024-09-27,No,UHC / Opp UHC,UTown,D2,1900-01-01 14:04:44,Sunny,33,9,8,8,8,9,3,9
Year 3,data science and analytics,Yes,To go to class,2,12,2024-10-03,Yes,UHC / Opp UHC,UTown,D1,1900-01-01 13:30:32,Sunny,20,11,5,10,7,1,7,4
Year 4,geography,No,To go to class,2,13,2024-10-01,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 17:48:38,Rainy,17,10,6,6,8,1,8,8
Year 1,data science and analytics,No,To go to class,2,18,2024-10-01,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:46:21,Sunny,33,8,5,7,2,2,7,8
Year 1,data science and analytics,Yes,All of the above,4,10,2024-10-03,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D1,1900-01-01 14:44:01,Rainy,16,13,6,6,1,1,8,5
Year 3,life sciences,No,To go to class,2,31,2024-09-27,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 14:51:14,Rainy,51,9,9,9,3,7,10,10
Year 4,data science and analytics,No,To go to class,2,38,2024-10-01,Yes,UTown,UHC / Opp UHC,D2,1900-01-01 09:44:53,Sunny,8,2,6,6,8,8,9,6
Year 2,data science and analytics,No,To go to class,1,17,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:05:20,Sunny,10,4,6,8,5,5,3,5
Year 3,data science and analytics,Yes,To go for meals,3,44,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 11:29:00,Sunny,15,12,4,6,7,7,7,5
Year 1,economics,No,To go to class,4,7,2024-10-02,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 09:01:22,Sunny,14,6,8,8,3,3,5,10
Year 3,dentistry,No,To go to CCA sessions,2,8,2024-09-27,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 09:26:01,Sunny,33,2,7,2,5,2,5,6
Year 1,geography,No,To go to class,2,9,2024-09-28,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:46:51,Sunny,34,7,10,5,4,7,8,7
Year 3,history,No,To go to class,1,46,2024-10-01,No,UTown,LT27 / S17,D2,1900-01-01 12:37:07,Sunny,21,10,5,10,7,3,7,9
Year 3,psychology,No,To go to class,2,10,2024-09-28,No,LT13 / Ventus,LT27 / S17,A1,1900-01-01 18:31:16,Rainy,33,5,4,5,7,7,6,9
Year 1,data science and analytics,No,To go to class,1,9,2024-10-03,Yes,BIZ2 / Opp HSSML,UTown,D1,1900-01-01 13:10:46,Sunny,1,2,4,3,1,8,6,8
Year 3,data science and analytics,No,To go to class,4,31,2024-10-03,Yes,PGP,LT13 / Ventus,A2,1900-01-01 15:02:18,Rainy,3,4,1,1,5,1,7,6
Year 3,economics,Yes,To go to class,4,33,2024-10-03,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 08:17:40,Sunny,27,3,7,6,9,8,9,7
Year 3,biomedical engineering,No,To go to class,2,15,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:21:11,Rainy,6,1,3,1,10,5,8,3
Year 3,computer science,No,To go to class,3,7,2024-09-29,No,UHC / Opp UHC,UTown,D1,1900-01-01 11:07:30,Sunny,9,6,4,7,5,6,6,9
Year 2,geography,No,To go to class,4,15,2024-10-03,No,UTown,UHC / Opp UHC,D2,1900-01-01 11:25:28,Sunny,45,3,7,10,6,7,6,7
Year 2,data science and analytics,No,To go to CCA sessions,2,21,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:51:22,Sunny,47,9,7,3,1,4,8,5
Year 3,materials science and engineering,Yes,To go to class,2,30,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 08:27:16,Sunny,6,7,2,8,9,8,3,10
Year 1,data science and analytics,No,To go to class,3,36,2024-09-30,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 08:28:19,Sunny,38,3,5,1,4,6,5,6
Year 1,geography,No,To go to class,4,21,2024-10-03,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 18:22:30,Sunny,2,13,6,3,5,7,7,8
Year 1,psychology,No,To go to class,2,29,2024-09-24,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 07:43:37,Sunny,47,5,5,1,4,9,9,7
